"date","station_name","entries"
"2025-04-27","İçərişəhər","14008"
"2025-04-28","İçərişəhər","21698"
"2025-04-29","İçərişəhər","22124"
"2025-04-30","İçərişəhər","23908"
"2025-05-01","İçərişəhər","24600"
"2025-05-02","İçərişəhər","24357"
"2025-05-03","İçərişəhər","18202"
"2025-05-04","İçərişəhər","20491"
"2025-05-05","İçərişəhər","23499"
"2025-05-06","İçərişəhər","23913"
"2025-05-07","İçərişəhər","24523"
"2025-05-08","İçərişəhər","25665"
"2025-05-09","İçərişəhər","18484"
"2025-05-10","İçərişəhər","18772"
"2025-05-11","İçərişəhər","14927"
"2025-05-12","İçərişəhər","24277"
"2025-05-13","İçərişəhər","24685"
"2025-05-14","İçərişəhər","22355"
"2025-05-15","İçərişəhər","23140"
"2025-05-16","İçərişəhər","23977"
"2025-05-17","İçərişəhər","19579"
"2025-05-18","İçərişəhər","17040"
"2025-05-19","İçərişəhər","23787"
"2025-05-20","İçərişəhər","24468"
"2025-05-21","İçərişəhər","22872"
"2025-05-22","İçərişəhər","24171"
"2025-05-23","İçərişəhər","24924"
"2025-05-24","İçərişəhər","17328"
"2025-05-25","İçərişəhər","13622"
"2025-05-26","İçərişəhər","23583"
"2025-05-27","İçərişəhər","23753"
"2025-05-28","İçərişəhər","16719"
"2025-05-29","İçərişəhər","23201"
"2025-05-30","İçərişəhər","22484"
"2025-05-31","İçərişəhər","16527"
"2025-06-01","İçərişəhər","18917"
"2025-06-02","İçərişəhər","21924"
"2025-06-03","İçərişəhər","21106"
"2025-06-04","İçərişəhər","20849"
"2025-06-05","İçərişəhər","23511"
"2025-06-06","İçərişəhər","11990"
"2025-06-07","İçərişəhər","12148"
"2025-06-08","İçərişəhər","13425"
"2025-06-09","İçərişəhər","14398"
"2025-06-10","İçərişəhər","21960"
"2025-06-11","İçərişəhər","21816"
"2025-06-12","İçərişəhər","21952"
"2025-06-13","İçərişəhər","21907"
"2025-06-14","İçərişəhər","15799"
"2025-06-15","İçərişəhər","11686"
"2025-06-16","İçərişəhər","13375"
"2025-06-17","İçərişəhər","21965"
"2025-06-18","İçərişəhər","21502"
"2025-06-19","İçərişəhər","21683"
"2025-06-20","İçərişəhər","22593"
"2025-06-21","İçərişəhər","20047"
"2025-06-22","İçərişəhər","12187"
"2025-06-23","İçərişəhər","21128"
"2025-06-24","İçərişəhər","21012"
"2025-06-25","İçərişəhər","22717"
"2025-06-26","İçərişəhər","14840"
"2025-06-27","İçərişəhər","16484"
"2025-06-28","İçərişəhər","14591"
"2025-06-29","İçərişəhər","12597"
"2025-06-30","İçərişəhər","21640"
"2025-07-01","İçərişəhər","20458"
"2025-07-02","İçərişəhər","20457"
"2025-07-03","İçərişəhər","19034"
"2025-07-04","İçərişəhər","18875"
"2025-07-05","İçərişəhər","14300"
"2025-07-06","İçərişəhər","11704"
"2025-07-07","İçərişəhər","19264"
"2025-07-08","İçərişəhər","19174"
"2025-07-09","İçərişəhər","18952"
"2025-07-10","İçərişəhər","18578"
"2025-07-11","İçərişəhər","18380"
"2025-07-12","İçərişəhər","13528"
"2025-07-13","İçərişəhər","11423"
"2025-07-14","İçərişəhər","17560"
"2025-07-15","İçərişəhər","17209"
"2025-07-16","İçərişəhər","17119"
"2025-07-17","İçərişəhər","17151"
"2025-07-18","İçərişəhər","17672"
"2025-07-19","İçərişəhər","13659"
"2025-07-20","İçərişəhər","11880"
"2025-07-21","İçərişəhər","15950"
"2025-07-22","İçərişəhər","16361"
"2025-07-23","İçərişəhər","16229"
"2025-07-24","İçərişəhər","16048"
"2025-07-25","İçərişəhər","16699"
"2025-07-26","İçərişəhər","13062"
"2025-07-27","İçərişəhər","12245"
"2025-07-28","İçərişəhər","16262"
"2025-07-29","İçərişəhər","16360"
"2025-07-30","İçərişəhər","16449"
"2025-07-31","İçərişəhər","16163"
"2025-08-01","İçərişəhər","16269"
"2025-08-02","İçərişəhər","12062"
"2025-08-03","İçərişəhər","10235"
"2025-08-04","İçərişəhər","15235"
"2025-08-05","İçərişəhər","15253"
"2025-08-06","İçərişəhər","14775"
"2025-08-07","İçərişəhər","14991"
"2025-08-08","İçərişəhər","15337"
"2025-08-09","İçərişəhər","12337"
"2025-08-10","İçərişəhər","11188"
"2025-08-11","İçərişəhər","15279"
"2025-08-12","İçərişəhər","15567"
"2025-08-13","İçərişəhər","15829"
"2025-08-14","İçərişəhər","15651"
"2025-08-15","İçərişəhər","15618"
"2025-08-16","İçərişəhər","12812"
"2025-08-17","İçərişəhər","11263"
"2025-08-18","İçərişəhər","15510"
"2025-08-19","İçərişəhər","15498"
"2025-08-20","İçərişəhər","15428"
"2025-08-21","İçərişəhər","15526"
"2025-08-22","İçərişəhər","15301"
"2025-08-23","İçərişəhər","12624"
"2025-08-24","İçərişəhər","10438"
"2025-08-25","İçərişəhər","15595"
"2025-08-26","İçərişəhər","15863"
"2025-08-27","İçərişəhər","16604"
"2025-08-28","İçərişəhər","16269"
"2025-08-29","İçərişəhər","17169"
"2025-08-30","İçərişəhər","12543"
"2025-08-31","İçərişəhər","10716"
"2025-09-01","İçərişəhər","16974"
"2025-09-02","İçərişəhər","17159"
"2025-09-03","İçərişəhər","17032"
"2025-09-04","İçərişəhər","16860"
"2025-09-05","İçərişəhər","17859"
"2025-09-06","İçərişəhər","13644"
"2025-09-07","İçərişəhər","11750"
"2025-09-08","İçərişəhər","17540"
"2025-09-09","İçərişəhər","18173"
"2025-09-10","İçərişəhər","17577"
"2025-09-11","İçərişəhər","17831"
"2025-09-12","İçərişəhər","17831"
"2025-09-13","İçərişəhər","16665"
"2025-09-14","İçərişəhər","9532"
"2025-09-15","İçərişəhər","35405"
"2025-09-16","İçərişəhər","34469"
"2025-09-17","İçərişəhər","33231"
"2025-09-18","İçərişəhər","34037"
"2025-09-19","İçərişəhər","33894"
"2025-09-20","İçərişəhər","23688"
"2025-09-21","İçərişəhər","19661"
"2025-09-22","İçərişəhər","27054"
"2025-09-23","İçərişəhər","25112"
"2025-09-24","İçərişəhər","24593"
"2025-09-25","İçərişəhər","24345"
"2025-09-26","İçərişəhər","24667"
"2025-09-27","İçərişəhər","13560"
"2025-09-28","İçərişəhər","12599"
"2025-09-29","İçərişəhər","23684"
"2025-09-30","İçərişəhər","24294"
"2025-10-01","İçərişəhər","23067"
"2025-10-02","İçərişəhər","23126"
"2025-10-03","İçərişəhər","23939"
"2025-10-04","İçərişəhər","15951"
"2025-10-05","İçərişəhər","13186"
"2025-10-06","İçərişəhər","23117"
"2025-10-07","İçərişəhər","23772"
"2025-10-08","İçərişəhər","23121"
"2025-10-09","İçərişəhər","23279"
"2025-10-10","İçərişəhər","24049"
"2025-10-11","İçərişəhər","16463"
"2025-10-12","İçərişəhər","13171"
"2025-10-13","İçərişəhər","23310"
"2025-10-14","İçərişəhər","23358"
"2025-10-15","İçərişəhər","23311"
"2025-10-16","İçərişəhər","22925"
"2025-10-17","İçərişəhər","22284"
"2025-10-18","İçərişəhər","15499"
"2025-10-19","İçərişəhər","12921"
"2025-10-20","İçərişəhər","23455"
"2025-10-21","İçərişəhər","23118"
"2025-10-22","İçərişəhər","23835"
"2025-10-23","İçərişəhər","23260"
"2025-10-24","İçərişəhər","23426"
"2025-10-25","İçərişəhər","15753"
"2025-10-26","İçərişəhər","12564"
"2025-10-27","İçərişəhər","23337"
"2025-10-28","İçərişəhər","23118"
"2025-10-29","İçərişəhər","23347"
"2025-10-30","İçərişəhər","22514"
"2025-10-31","İçərişəhər","24343"
"2025-11-01","İçərişəhər","16752"
"2025-11-02","İçərişəhər","13507"
"2025-11-03","İçərişəhər","23156"
"2025-11-04","İçərişəhər","23292"
"2025-11-05","İçərişəhər","28123"
"2025-11-06","İçərişəhər","28362"
"2025-11-07","İçərişəhər","26509"
"2025-11-08","İçərişəhər","30875"
"2025-11-09","İçərişəhər","14035"
"2025-11-10","İçərişəhər","13938"
"2025-11-11","İçərişəhər","14090"
"2025-11-12","İçərişəhər","23422"
"2025-11-13","İçərişəhər","23592"
"2025-11-14","İçərişəhər","24396"
"2025-11-15","İçərişəhər","15984"
"2025-11-16","İçərişəhər","13609"
"2025-11-17","İçərişəhər","22738"
"2025-11-18","İçərişəhər","23538"
"2025-11-19","İçərişəhər","23761"
"2025-11-20","İçərişəhər","23719"
"2025-11-21","İçərişəhər","23981"
"2025-11-22","İçərişəhər","16125"
"2025-11-23","İçərişəhər","13107"
"2025-11-24","İçərişəhər","23570"
"2025-11-25","İçərişəhər","23781"
"2025-11-26","İçərişəhər","23254"
"2025-11-27","İçərişəhər","23731"
"2025-11-28","İçərişəhər","24712"
"2025-11-29","İçərişəhər","16923"
"2025-11-30","İçərişəhər","14117"
"2025-12-01","İçərişəhər","23460"
"2025-12-02","İçərişəhər","24359"
"2025-12-03","İçərişəhər","23647"
"2025-12-04","İçərişəhər","24445"
"2025-12-05","İçərişəhər","23009"
"2025-12-06","İçərişəhər","19598"
"2025-12-07","İçərişəhər","15026"
"2025-12-08","İçərişəhər","23028"
"2025-12-09","İçərişəhər","24221"
"2025-12-10","İçərişəhər","21591"
"2025-12-11","İçərişəhər","23579"
"2025-12-12","İçərişəhər","25173"
"2025-12-13","İçərişəhər","20096"
"2025-12-14","İçərişəhər","12426"
"2025-12-15","İçərişəhər","22619"
"2025-12-16","İçərişəhər","24277"
"2025-12-17","İçərişəhər","24795"
"2025-12-18","İçərişəhər","24851"
"2025-12-19","İçərişəhər","25863"
"2025-12-20","İçərişəhər","20915"
"2025-12-21","İçərişəhər","17402"
"2025-12-22","İçərişəhər","24832"
"2025-12-23","İçərişəhər","25057"
"2025-12-24","İçərişəhər","24894"
"2025-12-25","İçərişəhər","21198"
"2025-12-26","İçərişəhər","23469"
"2025-12-27","İçərişəhər","18883"
"2025-12-28","İçərişəhər","13288"
"2025-12-29","İçərişəhər","23531"
"2025-12-30","İçərişəhər","22366"
"2025-12-31","İçərişəhər","18065"
"2025-01-01","İnşaatçılar","17238"
"2025-01-02","İnşaatçılar","19748"
"2025-01-03","İnşaatçılar","23081"
"2025-01-04","İnşaatçılar","24044"
"2025-01-05","İnşaatçılar","19176"
"2025-01-06","İnşaatçılar","30874"
"2025-01-07","İnşaatçılar","31710"
"2025-01-08","İnşaatçılar","31121"
"2025-01-09","İnşaatçılar","32129"
"2025-01-10","İnşaatçılar","33752"
"2025-01-11","İnşaatçılar","28575"
"2025-01-12","İnşaatçılar","20750"
"2025-01-13","İnşaatçılar","32975"
"2025-01-14","İnşaatçılar","31883"
"2025-01-15","İnşaatçılar","31247"
"2025-01-16","İnşaatçılar","31723"
"2025-01-17","İnşaatçılar","33481"
"2025-01-18","İnşaatçılar","27853"
"2025-01-19","İnşaatçılar","19452"
"2025-01-20","İnşaatçılar","24157"
"2025-01-21","İnşaatçılar","33126"
"2025-01-22","İnşaatçılar","32105"
"2025-01-23","İnşaatçılar","31663"
"2025-01-24","İnşaatçılar","33196"
"2025-01-25","İnşaatçılar","26204"
"2025-01-26","İnşaatçılar","18944"
"2025-01-27","İnşaatçılar","32427"
"2025-01-28","İnşaatçılar","32966"
"2025-01-29","İnşaatçılar","26269"
"2025-01-30","İnşaatçılar","32937"
"2025-01-31","İnşaatçılar","33844"
"2025-02-01","İnşaatçılar","27972"
"2025-02-02","İnşaatçılar","21830"
"2025-02-03","İnşaatçılar","31295"
"2025-02-04","İnşaatçılar","32115"
"2025-02-05","İnşaatçılar","30015"
"2025-02-06","İnşaatçılar","29681"
"2025-02-07","İnşaatçılar","27437"
"2025-02-08","İnşaatçılar","21946"
"2025-02-09","İnşaatçılar","18088"
"2025-02-10","İnşaatçılar","28271"
"2025-02-11","İnşaatçılar","28165"
"2025-02-12","İnşaatçılar","30128"
"2025-02-13","İnşaatçılar","32158"
"2025-02-14","İnşaatçılar","31806"
"2025-02-15","İnşaatçılar","27943"
"2025-02-16","İnşaatçılar","24813"
"2025-02-17","İnşaatçılar","35458"
"2025-02-18","İnşaatçılar","35325"
"2025-02-19","İnşaatçılar","34591"
"2025-02-20","İnşaatçılar","32567"
"2025-02-21","İnşaatçılar","29500"
"2025-02-22","İnşaatçılar","22914"
"2025-02-23","İnşaatçılar","22420"
"2025-02-24","İnşaatçılar","26502"
"2025-02-25","İnşaatçılar","32893"
"2025-02-26","İnşaatçılar","35218"
"2025-02-27","İnşaatçılar","33172"
"2025-02-28","İnşaatçılar","36600"
"2025-03-01","İnşaatçılar","22676"
"2025-03-02","İnşaatçılar","21255"
"2025-03-03","İnşaatçılar","35493"
"2025-03-04","İnşaatçılar","36324"
"2025-03-05","İnşaatçılar","36878"
"2025-03-06","İnşaatçılar","37540"
"2025-03-07","İnşaatçılar","40256"
"2025-03-08","İnşaatçılar","31760"
"2025-03-09","İnşaatçılar","24648"
"2025-03-10","İnşaatçılar","36951"
"2025-03-11","İnşaatçılar","36573"
"2025-03-12","İnşaatçılar","36471"
"2025-03-13","İnşaatçılar","36341"
"2025-03-14","İnşaatçılar","37236"
"2025-03-15","İnşaatçılar","30343"
"2025-03-16","İnşaatçılar","24014"
"2025-03-17","İnşaatçılar","36858"
"2025-03-18","İnşaatçılar","36422"
"2025-03-19","İnşaatçılar","32268"
"2025-03-20","İnşaatçılar","15004"
"2025-03-21","İnşaatçılar","14587"
"2025-03-22","İnşaatçılar","16781"
"2025-03-23","İnşaatçılar","16782"
"2025-03-24","İnşaatçılar","19151"
"2025-03-25","İnşaatçılar","23570"
"2025-03-26","İnşaatçılar","24975"
"2025-03-27","İnşaatçılar","24828"
"2025-03-28","İnşaatçılar","25145"
"2025-03-29","İnşaatçılar","23779"
"2025-03-30","İnşaatçılar","20143"
"2025-03-31","İnşaatçılar","25120"
"2025-04-01","İnşaatçılar","36391"
"2025-04-02","İnşaatçılar","36891"
"2025-04-03","İnşaatçılar","36824"
"2025-04-04","İnşaatçılar","36910"
"2025-04-05","İnşaatçılar","30056"
"2025-04-06","İnşaatçılar","24624"
"2025-04-07","İnşaatçılar","36935"
"2025-04-08","İnşaatçılar","37276"
"2025-04-09","İnşaatçılar","35782"
"2025-04-10","İnşaatçılar","33454"
"2025-04-11","İnşaatçılar","35175"
"2025-04-12","İnşaatçılar","29182"
"2025-04-13","İnşaatçılar","23289"
"2025-04-14","İnşaatçılar","32568"
"2025-04-15","İnşaatçılar","33995"
"2025-04-16","İnşaatçılar","22014"
"2025-04-17","İnşaatçılar","32864"
"2025-04-18","İnşaatçılar","36998"
"2025-04-19","İnşaatçılar","30858"
"2025-04-20","İnşaatçılar","22759"
"2025-04-21","İnşaatçılar","36672"
"2025-04-22","İnşaatçılar","36974"
"2025-04-23","İnşaatçılar","36239"
"2025-04-24","İnşaatçılar","36235"
"2025-04-25","İnşaatçılar","36544"
"2025-04-26","İnşaatçılar","29210"
"2025-04-27","İnşaatçılar","21817"
"2025-04-28","İnşaatçılar","31935"
"2025-04-29","İnşaatçılar","32902"
"2025-04-30","İnşaatçılar","36216"
"2025-05-01","İnşaatçılar","36506"
"2025-05-02","İnşaatçılar","36183"
"2025-05-03","İnşaatçılar","29561"
"2025-05-04","İnşaatçılar","23082"
"2025-05-05","İnşaatçılar","35132"
"2025-05-06","İnşaatçılar","35896"
"2025-05-07","İnşaatçılar","36542"
"2025-05-08","İnşaatçılar","37369"
"2025-05-09","İnşaatçılar","28295"
"2025-05-10","İnşaatçılar","27583"
"2025-05-11","İnşaatçılar","23272"
"2025-05-12","İnşaatçılar","36125"
"2025-05-13","İnşaatçılar","36546"
"2025-05-14","İnşaatçılar","34545"
"2025-05-15","İnşaatçılar","35314"
"2025-05-16","İnşaatçılar","36193"
"2025-05-17","İnşaatçılar","29493"
"2025-05-18","İnşaatçılar","22333"
"2025-05-19","İnşaatçılar","35410"
"2025-05-20","İnşaatçılar","36149"
"2025-05-21","İnşaatçılar","35162"
"2025-05-22","İnşaatçılar","36009"
"2025-05-23","İnşaatçılar","36492"
"2025-05-24","İnşaatçılar","28561"
"2025-05-25","İnşaatçılar","22629"
"2025-05-26","İnşaatçılar","35170"
"2025-05-27","İnşaatçılar","35745"
"2025-05-28","İnşaatçılar","26941"
"2025-05-29","İnşaatçılar","33639"
"2025-05-30","İnşaatçılar","33910"
"2025-05-31","İnşaatçılar","27760"
"2025-06-01","İnşaatçılar","24125"
"2025-06-02","İnşaatçılar","32914"
"2025-06-03","İnşaatçılar","32170"
"2025-06-04","İnşaatçılar","32891"
"2025-06-05","İnşaatçılar","36505"
"2025-06-06","İnşaatçılar","21927"
"2025-06-07","İnşaatçılar","20649"
"2025-06-08","İnşaatçılar","20139"
"2025-06-09","İnşaatçılar","25592"
"2025-06-10","İnşaatçılar","34688"
"2025-06-11","İnşaatçılar","33740"
"2025-06-12","İnşaatçılar","33479"
"2025-06-13","İnşaatçılar","34020"
"2025-06-14","İnşaatçılar","26465"
"2025-06-15","İnşaatçılar","19787"
"2025-06-16","İnşaatçılar","24187"
"2025-06-17","İnşaatçılar","33286"
"2025-06-18","İnşaatçılar","32740"
"2025-06-19","İnşaatçılar","31951"
"2025-06-20","İnşaatçılar","32876"
"2025-06-21","İnşaatçılar","30524"
"2025-06-22","İnşaatçılar","20587"
"2025-06-23","İnşaatçılar","32872"
"2025-06-24","İnşaatçılar","33079"
"2025-06-25","İnşaatçılar","34808"
"2025-06-26","İnşaatçılar","25395"
"2025-06-27","İnşaatçılar","25533"
"2025-06-28","İnşaatçılar","23806"
"2025-06-29","İnşaatçılar","19367"
"2025-06-30","İnşaatçılar","32489"
"2025-07-01","İnşaatçılar","31775"
"2025-07-02","İnşaatçılar","30924"
"2025-07-03","İnşaatçılar","31222"
"2025-07-04","İnşaatçılar","30680"
"2025-07-05","İnşaatçılar","24390"
"2025-07-06","İnşaatçılar","19710"
"2025-07-07","İnşaatçılar","30081"
"2025-07-08","İnşaatçılar","30370"
"2025-07-09","İnşaatçılar","29723"
"2025-07-10","İnşaatçılar","29277"
"2025-07-11","İnşaatçılar","28440"
"2025-07-12","İnşaatçılar","23306"
"2025-07-13","İnşaatçılar","18493"
"2025-07-14","İnşaatçılar","27279"
"2025-07-15","İnşaatçılar","26719"
"2025-07-16","İnşaatçılar","26838"
"2025-07-17","İnşaatçılar","26725"
"2025-07-18","İnşaatçılar","26429"
"2025-07-19","İnşaatçılar","22179"
"2025-07-20","İnşaatçılar","17216"
"2025-07-21","İnşaatçılar","26214"
"2025-07-22","İnşaatçılar","26408"
"2025-07-23","İnşaatçılar","25870"
"2025-07-24","İnşaatçılar","25777"
"2025-07-25","İnşaatçılar","26302"
"2025-07-26","İnşaatçılar","21939"
"2025-07-27","İnşaatçılar","17754"
"2025-07-28","İnşaatçılar","26020"
"2025-07-29","İnşaatçılar","26037"
"2025-07-30","İnşaatçılar","26447"
"2025-07-31","İnşaatçılar","25878"
"2025-08-01","İnşaatçılar","26146"
"2025-08-02","İnşaatçılar","21751"
"2025-08-03","İnşaatçılar","16923"
"2025-08-04","İnşaatçılar","25612"
"2025-08-05","İnşaatçılar","25100"
"2025-08-06","İnşaatçılar","24983"
"2025-08-07","İnşaatçılar","24489"
"2025-08-08","İnşaatçılar","25295"
"2025-08-09","İnşaatçılar","21373"
"2025-08-10","İnşaatçılar","17751"
"2025-08-11","İnşaatçılar","25618"
"2025-08-12","İnşaatçılar","26132"
"2025-08-13","İnşaatçılar","25852"
"2025-08-14","İnşaatçılar","25547"
"2025-08-15","İnşaatçılar","25875"
"2025-08-16","İnşaatçılar","22256"
"2025-08-17","İnşaatçılar","17722"
"2025-08-18","İnşaatçılar","25677"
"2025-08-19","İnşaatçılar","25253"
"2025-08-20","İnşaatçılar","25275"
"2025-08-21","İnşaatçılar","25185"
"2025-08-22","İnşaatçılar","25357"
"2025-08-23","İnşaatçılar","22158"
"2025-08-24","İnşaatçılar","18082"
"2025-08-25","İnşaatçılar","26515"
"2025-08-26","İnşaatçılar","26727"
"2025-08-27","İnşaatçılar","27821"
"2025-08-28","İnşaatçılar","27285"
"2025-08-29","İnşaatçılar","28238"
"2025-08-30","İnşaatçılar","23687"
"2025-08-31","İnşaatçılar","18681"
"2025-09-01","İnşaatçılar","28837"
"2025-09-02","İnşaatçılar","28890"
"2025-09-03","İnşaatçılar","29163"
"2025-09-04","İnşaatçılar","29143"
"2025-09-05","İnşaatçılar","30559"
"2025-09-06","İnşaatçılar","26584"
"2025-09-07","İnşaatçılar","20989"
"2025-09-08","İnşaatçılar","31539"
"2025-09-09","İnşaatçılar","32038"
"2025-09-10","İnşaatçılar","32178"
"2025-09-11","İnşaatçılar","32744"
"2025-09-12","İnşaatçılar","33415"
"2025-09-13","İnşaatçılar","33685"
"2025-09-14","İnşaatçılar","23885"
"2025-09-15","İnşaatçılar","40967"
"2025-09-16","İnşaatçılar","39756"
"2025-09-17","İnşaatçılar","38239"
"2025-09-18","İnşaatçılar","38730"
"2025-09-19","İnşaatçılar","39405"
"2025-09-20","İnşaatçılar","29646"
"2025-09-21","İnşaatçılar","23444"
"2025-09-22","İnşaatçılar","39069"
"2025-09-23","İnşaatçılar","39136"
"2025-09-24","İnşaatçılar","37987"
"2025-09-25","İnşaatçılar","37857"
"2025-09-26","İnşaatçılar","37561"
"2025-09-27","İnşaatçılar","27242"
"2025-09-28","İnşaatçılar","22621"
"2025-09-29","İnşaatçılar","37341"
"2025-09-30","İnşaatçılar","37532"
"2025-10-01","İnşaatçılar","37446"
"2025-10-02","İnşaatçılar","37040"
"2025-10-03","İnşaatçılar","37736"
"2025-10-04","İnşaatçılar","29853"
"2025-10-05","İnşaatçılar","22860"
"2025-10-06","İnşaatçılar","37096"
"2025-10-07","İnşaatçılar","37908"
"2025-10-08","İnşaatçılar","37044"
"2025-10-09","İnşaatçılar","37129"
"2025-10-10","İnşaatçılar","37592"
"2025-10-11","İnşaatçılar","30282"
"2025-10-12","İnşaatçılar","22351"
"2025-10-13","İnşaatçılar","37169"
"2025-10-14","İnşaatçılar","37341"
"2025-10-15","İnşaatçılar","37143"
"2025-10-16","İnşaatçılar","36522"
"2025-10-17","İnşaatçılar","35898"
"2025-10-18","İnşaatçılar","29149"
"2025-10-19","İnşaatçılar","22643"
"2025-10-20","İnşaatçılar","36586"
"2025-10-21","İnşaatçılar","36762"
"2025-10-22","İnşaatçılar","36596"
"2025-10-23","İnşaatçılar","36449"
"2025-10-24","İnşaatçılar","36862"
"2025-10-25","İnşaatçılar","28720"
"2025-10-26","İnşaatçılar","21878"
"2025-10-27","İnşaatçılar","36606"
"2025-10-28","İnşaatçılar","36765"
"2025-10-29","İnşaatçılar","36375"
"2025-10-30","İnşaatçılar","35747"
"2025-10-31","İnşaatçılar","37821"
"2025-11-01","İnşaatçılar","29990"
"2025-11-02","İnşaatçılar","22187"
"2025-11-03","İnşaatçılar","36894"
"2025-11-04","İnşaatçılar","36217"
"2025-11-05","İnşaatçılar","38422"
"2025-11-06","İnşaatçılar","39408"
"2025-11-07","İnşaatçılar","40208"
"2025-11-08","İnşaatçılar","29351"
"2025-11-09","İnşaatçılar","21196"
"2025-11-10","İnşaatçılar","24319"
"2025-11-11","İnşaatçılar","26455"
"2025-11-12","İnşaatçılar","36784"
"2025-11-13","İnşaatçılar","36914"
"2025-11-14","İnşaatçılar","37493"
"2025-11-15","İnşaatçılar","28514"
"2025-11-16","İnşaatçılar","23420"
"2025-11-17","İnşaatçılar","36956"
"2025-11-18","İnşaatçılar","37472"
"2025-11-19","İnşaatçılar","37263"
"2025-11-20","İnşaatçılar","37316"
"2025-11-21","İnşaatçılar","37411"
"2025-11-22","İnşaatçılar","29312"
"2025-11-23","İnşaatçılar","22322"
"2025-11-24","İnşaatçılar","36766"
"2025-11-25","İnşaatçılar","37512"
"2025-11-26","İnşaatçılar","37461"
"2025-11-27","İnşaatçılar","37220"
"2025-11-28","İnşaatçılar","39274"
"2025-11-29","İnşaatçılar","31073"
"2025-11-30","İnşaatçılar","24014"
"2025-12-01","İnşaatçılar","37176"
"2025-12-02","İnşaatçılar","37539"
"2025-12-03","İnşaatçılar","37059"
"2025-12-04","İnşaatçılar","37369"
"2025-12-05","İnşaatçılar","34985"
"2025-12-06","İnşaatçılar","31400"
"2025-12-07","İnşaatçılar","22898"
"2025-12-08","İnşaatçılar","36412"
"2025-12-09","İnşaatçılar","37550"
"2025-12-10","İnşaatçılar","34601"
"2025-12-11","İnşaatçılar","37311"
"2025-12-12","İnşaatçılar","38788"
"2025-12-13","İnşaatçılar","31762"
"2025-12-14","İnşaatçılar","21327"
"2025-12-15","İnşaatçılar","36955"
"2025-12-16","İnşaatçılar","37737"
"2025-12-17","İnşaatçılar","38289"
"2025-12-18","İnşaatçılar","38404"
"2025-12-19","İnşaatçılar","38984"
"2025-12-20","İnşaatçılar","31946"
"2025-12-21","İnşaatçılar","24498"
"2025-12-22","İnşaatçılar","37859"
"2025-12-23","İnşaatçılar","38249"
"2025-12-24","İnşaatçılar","38270"
"2025-12-25","İnşaatçılar","35045"
"2025-12-26","İnşaatçılar","36455"
"2025-12-27","İnşaatçılar","31248"
"2025-12-28","İnşaatçılar","22102"
"2025-12-29","İnşaatçılar","33931"
"2025-12-30","İnşaatçılar","32319"
"2025-12-31","İnşaatçılar","18250"
"2025-01-01","Koroglu","36712"
"2025-01-02","Koroglu","35492"
"2025-01-03","Koroglu","44880"
"2025-01-04","Koroglu","45542"
"2025-01-05","Koroglu","34824"
"2025-01-06","Koroglu","55376"
"2025-01-07","Koroglu","54375"
"2025-01-08","Koroglu","54713"
"2025-01-09","Koroglu","57307"
"2025-01-10","Koroglu","60448"
"2025-01-11","Koroglu","48953"
"2025-01-12","Koroglu","37393"
"2025-01-13","Koroglu","60074"
"2025-01-14","Koroglu","57867"
"2025-01-15","Koroglu","55520"
"2025-01-16","Koroglu","57385"
"2025-01-17","Koroglu","59522"
"2025-01-18","Koroglu","48347"
"2025-01-19","Koroglu","35555"
"2025-01-20","Koroglu","41517"
"2025-01-21","Koroglu","58997"
"2025-01-22","Koroglu","56395"
"2025-01-23","Koroglu","53148"
"2025-01-24","Koroglu","58519"
"2025-01-25","Koroglu","48393"
"2025-01-26","Koroglu","36930"
"2025-01-27","Koroglu","59319"
"2025-01-28","Koroglu","56556"
"2025-01-29","Koroglu","44860"
"2025-01-30","Koroglu","57064"
"2025-01-31","Koroglu","57584"
"2025-02-01","Koroglu","48953"
"2025-02-02","Koroglu","35348"
"2025-02-03","Koroglu","57211"
"2025-02-04","Koroglu","57251"
"2025-02-05","Koroglu","53910"
"2025-02-06","Koroglu","53146"
"2025-02-07","Koroglu","50684"
"2025-02-08","Koroglu","38491"
"2025-02-09","Koroglu","31534"
"2025-02-10","Koroglu","55662"
"2025-02-11","Koroglu","55937"
"2025-02-12","Koroglu","56460"
"2025-02-13","Koroglu","56388"
"2025-02-14","Koroglu","59519"
"2025-02-15","Koroglu","50014"
"2025-02-16","Koroglu","42185"
"2025-02-17","Koroglu","65038"
"2025-02-18","Koroglu","63840"
"2025-02-19","Koroglu","63136"
"2025-02-20","Koroglu","58638"
"2025-02-21","Koroglu","49856"
"2025-02-22","Koroglu","37758"
"2025-02-23","Koroglu","33753"
"2025-02-24","Koroglu","42282"
"2025-02-25","Koroglu","58660"
"2025-02-26","Koroglu","63266"
"2025-02-27","Koroglu","58713"
"2025-02-28","Koroglu","64382"
"2025-03-01","Koroglu","39269"
"2025-03-02","Koroglu","34953"
"2025-03-03","Koroglu","65353"
"2025-03-04","Koroglu","66194"
"2025-03-05","Koroglu","66024"
"2025-03-06","Koroglu","67403"
"2025-03-07","Koroglu","70283"
"2025-03-08","Koroglu","51306"
"2025-03-09","Koroglu","41776"
"2025-03-10","Koroglu","67293"
"2025-03-11","Koroglu","67041"
"2025-03-12","Koroglu","66478"
"2025-03-13","Koroglu","66360"
"2025-03-14","Koroglu","66157"
"2025-03-15","Koroglu","51483"
